       time  n_win  win_start   win_end  n_s_mut  n_n_mut  tajimas_d_site  tajimas_d_branch  diversity
269  1300.0      9   450000.0  499999.0        1  1104479        3.437083          3.436147   2.449167
270  1300.0     10   500000.0  549999.0        0  1111883        2.172291          2.165177   2.347782
271  1300.0     11   550000.0  599999.0        3  1115884        3.663564          3.665469   1.852411
272  1300.0     12   600000.0  649999.0        1  1103926        3.310701          3.311236   2.729855
273  1300.0     13   650000.0  699999.0        1  1071499        4.400357          4.407327   2.353426
274  1300.0     14   700000.0  749999.0        0  1102408        3.643237          3.641469   2.716983
275  1300.0     15   750000.0  799999.0        0  1099269        2.764645          2.775331   2.553046
276  1300.0     16   800000.0  849999.0        0  1099265        3.701398          3.703864   2.250887
277  1300.0     17   850000.0  899999.0        1  1115458        4.580331          4.579262   2.605907
278  1300.0     18   900000.0  949999.0        2  1151205        4.644596          4.647400   2.495104
279  1300.0     19   950000.0  999999.0        1  1125891        3.335938          3.334157   2.535856
280  1400.0      0        0.0   49999.0        1  1147564        2.898159          2.899475   2.935934
281  1400.0      1    50000.0   99999.0        0  1159587        3.001050          3.005595   3.279385
282  1400.0      2   100000.0  149999.0        0  1129385        3.533294          3.539650   3.165138
283  1400.0      3   150000.0  199999.0        1  1097180        3.361163          3.364325   2.587523
284  1400.0      4   200000.0  249999.0        1  1108591        3.413332          3.415605   2.713621
285  1400.0      5   250000.0  299999.0        2  1096043        2.839897          2.839067   2.610378
286  1400.0      6   300000.0  349999.0        2  1121349        2.126768          2.114055   2.230086
287  1400.0      7   350000.0  399999.0        1  1106301        2.762312          2.758511   2.698123
288  1400.0      8   400000.0  449999.0        2  1113896        3.657649          3.660664   3.056369
289  1400.0      9   450000.0  499999.0        1  1104479        3.080121          3.079874   2.625404
290  1400.0     10   500000.0  549999.0        0  1111883        2.122147          2.114578   2.451356
291  1400.0     11   550000.0  599999.0        3  1115884        4.141033          4.143212   1.980607
292  1400.0     12   600000.0  649999.0        1  1103926        3.664097          3.668556   2.877640
293  1400.0     13   650000.0  699999.0        1  1071499        3.958218          3.962977   2.316205
294  1400.0     14   700000.0  749999.0        0  1102408        2.188139          2.180201   2.619732
295  1400.0     15   750000.0  799999.0        0  1099269        2.424819          2.434462   2.566511
296  1400.0     16   800000.0  849999.0        0  1099265        2.952328          2.948120   2.341698
297  1400.0     17   850000.0  899999.0        1  1115458        4.091544          4.089835   2.486576
298  1400.0     18   900000.0  949999.0        2  1151205        2.988881          2.989923   2.364459
299  1400.0     19   950000.0  999999.0        1  1125891        3.306826          3.306073   2.524712
300  1500.0      0        0.0   49999.0        1  1147564        3.097609          3.099586   3.032077
301  1500.0      1    50000.0   99999.0        0  1159587        2.981092          2.985839   3.269139
302  1500.0      2   100000.0  149999.0        0  1129385        3.320575          3.325797   3.196462
303  1500.0      3   150000.0  199999.0        1  1097180        3.098281          3.099286   2.542448
304  1500.0      4   200000.0  249999.0        1  1108591        2.694900          2.694842   2.781013
305  1500.0      5   250000.0  299999.0        2  1096043        2.932095          2.931146   2.714063
306  1500.0      6   300000.0  349999.0        2  1121349        2.304685          2.294318   2.522322
307  1500.0      7   350000.0  399999.0        1  1106301        2.664222          2.661191   2.916009
308  1500.0      8   400000.0  449999.0        2  1113896        3.255862          3.258615   2.894597
309  1500.0      9   450000.0  499999.0        1  1104479        3.308472          3.307003   2.720902
310  1500.0     10   500000.0  549999.0        0  1111883        2.459895          2.451482   2.633400
311  1500.0     11   550000.0  599999.0        3  1115884        1.666708          1.665336   2.168556
312  1500.0     12   600000.0  649999.0        1  1103926        3.486692          3.490708   2.966882
313  1500.0     13   650000.0  699999.0        1  1071499        4.398267          4.402683   2.459507
314  1500.0     14   700000.0  749999.0        0  1102408        2.332490          2.324784   2.690074
315  1500.0     15   750000.0  799999.0        0  1099269        2.072322          2.080008   2.678815
316  1500.0     16   800000.0  849999.0        0  1099265        3.182657          3.180861   2.613453
317  1500.0     17   850000.0  899999.0        1  1115458        3.551704          3.554001   2.733555
318  1500.0     18   900000.0  949999.0        2  1151205        2.737996          2.735893   2.613453
319  1500.0     19   950000.0  999999.0        1  1125891        3.629851          3.627987   2.648886
320  1600.0      0        0.0   49999.0        1  1147564        3.160586          3.161547   3.061399
321  1600.0      1    50000.0   99999.0        0  1159587        2.825368          2.830066   3.187514
322  1600.0      2   100000.0  149999.0        0  1129385        3.361191          3.366430   3.216389
323  1600.0      3   150000.0  199999.0        1  1097180        3.083008          3.083882   2.535746
